date,poondi_inflow_total,poondi_outflow_total,cholavaram_inflow_total,cholavaram_outflow_total,redhills_inflow_total,redhills_outflow_total,chembarambakkam_inflow_total,chembarambakkam_outflow_total,veeranam_inflow_total,veeranam_outflow_total,thervoykandigai_inflow_total,thervoykandigai_outflow_total,poondi_net,cholavaram_net,redhills_net,chembar_net,veeranam_net,thervoy_net,city_supply,supply_index,anomaly_score,anomaly,water_stress_level,anomaly_norm,leak_probability,alert_level,supply_change
2022-05-02,0,663,0,224,440,235,240,156,71,63,0,15,-663,-224,205,84,8,-15,-605,0.2477595220313667,0.07250692792598906,1,High Stress,0.8279784977160868,0.376298059870188,LOW PRIORITY 🟢,11.0
2022-05-03,0,653,0,134,350,237,240,184,71,65,0,15,-653,-134,113,56,6,-15,-627,0.24639034105053523,0.09348170242596127,1,High Stress,0.8724448597940297,0.377160471246475,LOW PRIORITY 🟢,-22.0
2022-05-04,0,653,0,89,305,234,240,185,0,66,0,15,-653,-89,71,55,-66,-15,-697,0.242033856111526,0.0918871793279995,1,High Stress,0.8690644829792179,0.38011465939978173,LOW PRIORITY 🟢,-70.0
2022-05-05,0,653,0,89,305,230,240,185,0,66,0,15,-653,-89,75,55,-66,-15,-693,0.24228279810804082,0.09338069025531881,1,High Stress,0.8722307147621452,0.3789232630862964,LOW PRIORITY 🟢,4.0
2022-05-06,0,653,0,89,305,207,240,185,70,66,0,15,-653,-89,98,55,4,-15,-600,0.24807069952701022,0.10036775153053507,1,High Stress,0.8870432314127986,0.37746804499886155,LOW PRIORITY 🟢,93.0
2022-05-07,0,653,0,54,270,207,240,186,70,67,0,15,-653,-54,63,54,3,-15,-602,0.2479462285287528,0.10743738236702544,1,High Stress,0.9020307949040385,0.376059216805782,LOW PRIORITY 🟢,-2.0
2022-05-08,0,653,0,54,270,203,240,185,70,67,0,15,-653,-54,67,55,3,-15,-597,0.2482574060243963,0.10616127394532826,1,High Stress,0.8993254547760684,0.37595212466319794,LOW PRIORITY 🟢,5.0
2022-05-09,293,653,0,54,270,203,240,184,70,66,0,15,-360,-54,67,56,4,-15,-302,0.2666168782673637,0.13096744919021303,1,High Stress,0.9519143572317019,0.3714603937146854,LOW PRIORITY 🟢,295.0
2022-05-10,420,653,0,39,255,203,240,186,70,67,0,15,-233,-39,52,54,3,-15,-178,0.27433408015932287,0.14322467686071327,1,High Stress,0.9778995864730923,0.36483748627016077,LOW PRIORITY 🟢,124.0
2022-05-11,450,358,0,39,140,235,760,156,0,67,0,5,92,-39,-95,604,-67,-5,490,0.31590739357729647,0.07428910265017041,1,High Stress,0.8317566945482726,0.3528448806442648,LOW PRIORITY 🟢,668.0
2022-05-12,450,653,0,39,270,220,240,155,0,66,0,15,-203,-39,50,85,-66,-15,-188,0.2737117251680358,0.1294142773255168,1,High Stress,0.9486216447162493,0.3741043701996872,LOW PRIORITY 🟢,-678.0
2022-05-13,441,653,0,39,270,209,240,154,0,65,0,15,-212,-39,61,86,-65,-15,-184,0.27396066716455064,0.14378494191561453,1,High Stress,0.9790873441193492,0.3630843285580415,LOW PRIORITY 🟢,4.0
2022-05-14,488,653,0,39,270,207,240,180,70,65,0,15,-165,-39,63,60,5,-15,-91,0.27974856858352004,0.1419572115452064,1,High Stress,0.975212569664371,0.36162911047060664,LOW PRIORITY 🟢,93.0
2022-05-15,540,653,0,30,270,221,240,180,25,64,0,10,-113,-30,49,60,-39,-10,-83,0.2802464525765497,0.14509691849976047,1,High Stress,0.9818687244783368,0.36000609799235883,LOW PRIORITY 🟢,8.0
2022-05-16,610,653,0,30,270,217,240,155,0,64,0,10,-43,-30,53,85,-64,-10,-9,0.2848518795120737,0.1395340834180961,1,High Stress,0.9700755565030864,0.3587703098398248,LOW PRIORITY 🟢,74.0
2022-05-17,610,653,0,25,265,217,390,155,0,63,0,10,-43,-25,48,235,-63,-10,142,0.29424943988050783,0.12813114475604304,1,High Stress,0.9459014134485283,0.355316275856707,LOW PRIORITY 🟢,151.0
2022-05-18,620,653,150,25,625,211,390,156,0,62,0,15,-33,125,414,234,-62,-15,663,0.3266741349265621,0.0571746696494998,1,High Stress,0.7954742270267494,0.34508517631298796,LOW PRIORITY 🟢,521.0
2022-05-19,605,841,49,25,600,209,315,153,0,60,0,15,-236,24,391,162,-60,-15,266,0.301966641772467,0.08441832578814362,1,High Stress,0.8532305703995715,0.3554343965402133,LOW PRIORITY 🟢,-397.0
2022-05-20,625,841,0,20,345,204,315,153,0,60,0,15,-216,-20,141,162,-60,-15,-8,0.2849141150112024,0.12730467682603747,1,High Stress,0.9441493077359503,0.3619722991061026,LOW PRIORITY 🟢,-274.0
2022-05-21,630,841,0,15,180,203,460,153,0,55,0,15,-211,-15,-23,307,-55,-15,-12,0.2846651730146876,0.13198655641948326,1,High Stress,0.9540748567904953,0.35773207563297305,LOW PRIORITY 🟢,-4.0
2022-05-22,610,841,0,15,180,219,460,155,0,55,0,15,-231,-15,-39,305,-55,-15,-50,0.28230022404779687,0.13291207265973853,1,High Stress,0.9560369441658929,0.3594641783091116,LOW PRIORITY 🟢,-38.0
2022-05-23,615,841,0,10,180,216,460,155,0,54,0,15,-226,-10,-36,305,-54,-15,-36,0.28317152103559873,0.1325250325761183,1,High Stress,0.9552164221384949,0.3586405569733096,LOW PRIORITY 🟢,14.0
2022-05-24,605,841,0,10,180,195,460,170,0,54,0,15,-236,-10,-15,290,-54,-15,-40,0.2829225790390839,0.13327234005719857,1,High Stress,0.9568007083026829,0.3586033726207749,LOW PRIORITY 🟢,-4.0
2022-05-25,575,841,0,10,180,207,460,172,0,54,0,15,-266,-10,-27,288,-54,-15,-84,0.28018421707742097,0.13478783501197428,1,High Stress,0.9600135460562637,0.3606191750047748,LOW PRIORITY 🟢,-44.0
2022-05-26,545,841,0,5,180,197,610,175,0,54,0,15,-296,-5,-17,435,-54,-15,48,0.28839930296240973,0.11797586687623163,1,High Stress,0.924372301743112,0.357934199149251,LOW PRIORITY 🟢,132.0
2022-05-27,540,841,0,5,180,200,460,172,0,54,0,15,-301,-5,-20,288,-54,-15,-107,0.27875280059746077,0.13070130241827044,1,High Stress,0.9513501281036563,0.36312925763854736,LOW PRIORITY 🟢,-155.0
2022-05-28,540,841,0,5,180,201,460,176,0,53,0,15,-301,-5,-21,284,-53,-15,-111,0.27850385860094595,0.13631752410966486,1,High Stress,0.9632564752846413,0.3608127328398439,LOW PRIORITY 🟢,-4.0
2022-05-29,510,841,0,5,180,201,460,175,0,53,0,15,-331,-5,-21,285,-53,-15,-140,0.2766990291262136,0.1357411943672996,1,High Stress,0.9620346606233997,0.36211928595419035,LOW PRIORITY 🟢,-29.0
2022-05-30,415,841,0,5,180,201,460,175,0,53,0,15,-426,-5,-21,285,-53,-15,-235,0.27078665670898683,0.12866566752103314,1,High Stress,0.9470345976363719,0.3661423974780316,LOW PRIORITY 🟢,-95.0
2022-05-31,385,841,0,5,180,197,460,175,0,53,0,15,-456,-5,-17,285,-53,-15,-261,0.2691685337316405,0.12473789967075061,1,High Stress,0.9387077597297714,0.36583603704623924,LOW PRIORITY 🟢,-26.0
2022-06-01,440,831,0,5,180,197,460,176,0,53,0,15,-391,-5,-17,284,-53,-15,-197,0.27315160567587754,0.1315685008803023,1,High Stress,0.9531885822336968,0.3644587914071307,LOW PRIORITY 🟢,64.0
2022-06-02,450,831,0,5,180,197,460,176,0,52,0,15,-381,-5,-17,284,-52,-15,-186,0.27383619616629323,0.13327921688862598,1,High Stress,0.9568152871328963,0.3632597228027247,LOW PRIORITY 🟢,11.0
2022-06-03,510,831,0,5,180,193,460,176,0,52,0,15,-321,-5,-13,284,-52,-15,-122,0.27781926811053026,0.133015446839718,1,High Stress,0.9562560966395695,0.3621249601898044,LOW PRIORITY 🟢,64.0
2022-06-04,540,831,0,5,180,206,460,176,0,52,0,15,-291,-5,-26,284,-52,-15,-105,0.2788772715957182,0.13670501043570288,1,High Stress,0.964077943342564,0.3608361782984875,LOW PRIORITY 🟢,17.0
2022-06-05,550,831,0,5,180,213,460,175,0,52,0,15,-281,-5,-33,285,-52,-15,-101,0.279126213592233,0.13647787323178862,1,High Stress,0.9635964142014218,0.36050155534420036,LOW PRIORITY 🟢,4.0
2022-06-06,565,831,0,5,180,206,460,176,0,53,0,15,-266,-5,-26,284,-53,-15,-81,0.2803709235748071,0.1368261000478106,1,High Stress,0.964334652397332,0.36013784891418066,LOW PRIORITY 🟢,20.0
2022-06-07,580,831,0,5,180,207,460,181,0,53,0,15,-251,-5,-27,279,-53,-15,-72,0.2809310430669654,0.13763381120525353,1,High Stress,0.9660469938950343,0.3596799682822302,LOW PRIORITY 🟢,9.0
2022-06-08,520,831,0,5,180,210,460,185,0,52,0,15,-311,-5,-30,275,-52,-15,-138,0.276823500124471,0.13628918927592637,1,High Stress,0.9631964056530734,0.36265517525299246,LOW PRIORITY 🟢,-66.0
2022-06-09,540,831,0,5,180,197,460,178,0,49,0,15,-291,-5,-17,282,-49,-15,-95,0.2794996265870052,0.13702258938823075,1,High Stress,0.9647512083014534,0.3609453047149035,LOW PRIORITY 🟢,43.0
2022-06-10,530,831,0,5,180,208,460,186,0,47,0,15,-301,-5,-28,274,-47,-15,-122,0.27781926811053026,0.13551832343066939,1,High Stress,0.9615621759363838,0.3615268353918736,LOW PRIORITY 🟢,-27.0
2022-06-11,505,821,0,5,180,210,460,191,0,38,0,15,-316,-5,-30,269,-38,-15,-135,0.2770102066218571,0.13764293276153022,1,High Stress,0.9660663315248198,0.36170504864510117,LOW PRIORITY 🟢,-13.0
2022-06-12,565,821,0,5,180,208,460,195,0,35,0,15,-256,-5,-28,265,-35,-15,-74,0.280806572068708,0.13730784078331287,1,High Stress,0.9653559390849465,0.36058281160547784,LOW PRIORITY 🟢,61.0
2022-06-13,490,821,0,5,180,211,460,196,0,30,0,15,-331,-5,-31,264,-30,-15,-148,0.27620114513318395,0.1359633613179589,1,High Stress,0.9625056528655229,0.36309567702926965,LOW PRIORITY 🟢,-74.0
2022-06-14,545,821,0,5,180,211,460,205,0,22,0,15,-276,-5,-31,255,-22,-15,-94,0.2795618620861339,0.13871930641937524,1,High Stress,0.968348235475728,0.36109200785121043,LOW PRIORITY 🟢,54.0
2022-06-15,595,821,0,5,180,205,460,206,0,12,0,15,-226,-5,-25,254,-12,-15,-29,0.2836071695294996,0.13650513760029137,1,High Stress,0.9636542144548487,0.35924717501539893,LOW PRIORITY 🟢,65.0
2022-06-16,575,821,0,5,180,205,460,203,61,12,0,15,-246,-5,-25,257,49,-15,15,0.28634553149116254,0.13334827279075723,1,High Stress,0.956961685119096,0.357538517797904,LOW PRIORITY 🟢,44.0
2022-06-17,570,821,0,5,180,203,460,203,73,24,0,15,-251,-5,-23,257,49,-15,12,0.28615882499377643,0.13284521343258932,1,High Stress,0.955895203113913,0.35696908410834943,LOW PRIORITY 🟢,-3.0
2022-06-18,580,821,0,5,180,207,460,206,189,42,0,15,-241,-5,-27,254,147,-15,113,0.29244461040577546,0.1244514832574754,1,High Stress,0.9381005591165882,0.3554104138401126,LOW PRIORITY 🟢,101.0
2022-06-19,560,821,0,5,180,201,460,206,200,53,0,15,-261,-5,-21,254,147,-15,99,0.2915733134179736,0.125843341993778,1,High Stress,0.9410512890293156,0.35443966078212213,LOW PRIORITY 🟢,-14.0
2022-06-20,830,621,26,5,270,203,1700,205,300,55,25,5,209,21,67,1495,245,20,2057,0.4134304207119741,-0.07500938309062821,-1,Moderate Stress,0.5152450426757939,0.6249369073291083,MEDIUM PRIORITY 🟡,1958.0
2022-06-21,820,33,40,5,521,197,550,207,301,56,15,5,787,35,324,343,245,10,1744,0.3939507094846901,-0.034867162353294234,-1,High Stress,0.6003462446897352,0.6080844577374479,MEDIUM PRIORITY 🟡,-313.0
2022-06-22,800,33,40,5,685,210,775,457,402,58,10,5,767,35,475,318,344,5,1944,0.4063978093104307,-0.04098878569955533,-1,Moderate Stress,0.5873684498524179,0.6000342023606269,MEDIUM PRIORITY 🟡,200.0
2022-06-23,710,33,5,5,152,210,510,707,634,62,0,15,677,0,-58,-197,572,-15,979,0.34634055265123226,0.027380125706521485,1,High Stress,0.7323100209506646,0.3424294650258226,LOW PRIORITY 🟢,-965.0
2022-06-24,590,33,0,5,0,203,0,707,628,59,0,15,557,-5,-203,-707,569,-15,196,0.2976101568334578,0.025364858247057753,1,High Stress,0.728037669296227,0.3638525355502934,LOW PRIORITY 🟢,-783.0
2022-06-25,680,33,0,5,340,201,0,377,342,58,0,15,647,-5,139,-377,284,-15,673,0.32729648991784915,0.039505950067825424,1,High Stress,0.7580166761780662,0.3440627152738591,LOW PRIORITY 🟢,477.0
2022-06-26,550,33,0,5,39,201,0,377,247,58,0,15,517,-5,-162,-377,189,-15,147,0.29456061737615136,0.0725807883233967,1,High Stress,0.8281350811956543,0.3612227627635894,LOW PRIORITY 🟢,-526.0
2022-06-27,550,33,0,5,75,205,225,297,151,57,0,15,517,-5,-130,-72,94,-15,389,0.3096216081652975,0.10035849917679601,1,High Stress,0.8870236164933899,0.34910125540652037,LOW PRIORITY 🟢,242.0
2022-06-28,560,33,0,5,75,197,0,297,150,56,0,15,527,-5,-122,-297,94,-15,182,0.29673885984565596,0.09351170791536834,1,High Stress,0.8725084712028819,0.3549768358385687,LOW PRIORITY 🟢,-207.0
2022-06-29,570,33,0,5,46,201,110,297,152,58,0,15,537,-5,-155,-187,94,-15,269,0.30215334826985313,0.10495875166554319,1,High Stress,0.8967761167081055,0.35032972741696483,LOW PRIORITY 🟢,87.0
2022-06-30,520,33,0,5,214,214,110,297,151,57,5,5,487,-5,0,-187,94,0,389,0.3096216081652975,0.11108343526304298,1,High Stress,0.9097603992547247,0.34712906012685657,LOW PRIORITY 🟢,120.0
2022-07-01,465,33,0,5,307,214,0,297,58,58,15,5,432,-5,93,-297,0,10,233,0.2999128703012198,0.10511781941157017,1,High Stress,0.8971133391173269,0.352565388321747,LOW PRIORITY 🟢,-156.0
2022-07-02,350,33,0,5,145,214,0,297,152,58,5,5,317,-5,-69,-297,94,0,40,0.28790141896938015,0.11429846229562679,1,High Stress,0.9165762320600517,0.35916923878559764,LOW PRIORITY 🟢,-193.0
2022-07-03,290,33,0,5,26,208,100,292,57,57,0,15,257,-5,-182,-192,0,-15,-137,0.2768857356235997,0.1321503738037314,1,High Stress,0.9544221483965456,0.36441843189722056,LOW PRIORITY 🟢,-177.0
2022-07-04,270,33,0,5,0,207,0,297,57,57,0,15,237,-5,-207,-297,0,-15,-287,0.26755041075429425,0.12840474739088176,1,High Stress,0.9464814489490879,0.3686496248847345,LOW PRIORITY 🟢,-150.0
2022-07-05,250,33,0,5,26,208,100,295,58,58,10,5,217,-5,-182,-195,0,5,-160,0.27545431914363955,0.14011567598989966,1,High Stress,0.9713085283226258,0.36432586338324,LOW PRIORITY 🟢,127.0
2022-07-06,220,33,0,5,0,204,100,294,58,58,5,5,187,-5,-204,-194,0,0,-216,0.27196913119243216,0.14254220845730964,1,High Stress,0.9764527586593991,0.3649207043682197,LOW PRIORITY 🟢,-56.0
2022-07-07,200,33,0,5,0,206,0,297,58,58,0,15,167,-5,-206,-297,0,-15,-356,0.26325616131441376,0.1318448372553343,1,High Stress,0.9537744132426307,0.3706350942538827,LOW PRIORITY 🟢,-140.0
2022-07-08,200,33,0,5,0,207,0,297,0,58,0,15,167,-5,-207,-297,-58,-15,-415,0.25958426686582026,0.13465041996543736,1,High Stress,0.9597222272049322,0.3711616331367633,LOW PRIORITY 🟢,-59.0
2022-07-09,220,33,0,5,46,207,0,295,0,56,0,10,187,-5,-161,-295,-56,-10,-340,0.264251929300473,0.1378173630095969,1,High Stress,0.9664361223212781,0.3690864504807043,LOW PRIORITY 🟢,75.0
2022-07-10,240,33,0,5,36,210,0,297,0,57,0,10,207,-5,-174,-297,-57,-10,-336,0.2645008712969878,0.13682527315843107,1,High Stress,0.9643328993981496,0.36781422649182294,LOW PRIORITY 🟢,4.0
2022-07-11,240,33,0,5,36,211,100,297,0,57,0,10,207,-5,-175,-197,-57,-10,-237,0.2706621857107294,0.143239115090931,1,High Stress,0.9779301954111109,0.3662692951174772,LOW PRIORITY 🟢,99.0
2022-07-12,260,33,0,5,36,207,200,297,0,58,0,10,227,-5,-171,-97,-58,-10,-114,0.2783171521035599,0.1370897364756511,1,High Stress,0.9648935596150142,0.362829784762963,LOW PRIORITY 🟢,123.0
2022-07-13,260,43,0,5,36,207,200,297,0,59,0,15,217,-5,-171,-97,-59,-15,-130,0.2773213841175006,0.13906487418438368,1,High Stress,0.9690808365037559,0.3615979565025171,LOW PRIORITY 🟢,-16.0
2022-07-14,260,43,0,5,36,207,0,278,0,59,0,15,217,-5,-171,-278,-59,-15,-311,0.2660567587752054,0.13142076853741902,1,High Stress,0.9528753907927457,0.3698975824617345,LOW PRIORITY 🟢,-181.0
2022-07-15,260,43,0,5,36,208,0,234,0,58,0,15,217,-5,-172,-234,-58,-15,-267,0.2687951207368683,0.13727017918604018,1,High Stress,0.9652760967857712,0.3663137231750511,LOW PRIORITY 🟢,44.0
2022-07-16,440,443,0,5,236,207,228,172,0,58,285,15,-3,-5,29,56,-58,270,289,0.30339805825242716,-0.009251060068249217,-1,High Stress,0.6546521862975433,0.6572890083778278,MEDIUM PRIORITY 🟡,556.0
2022-07-17,140,443,0,5,247,206,394,146,246,57,270,15,-303,-5,41,248,189,255,425,0.3118620861339308,-0.020984621121749925,-1,High Stress,0.6297771262929982,0.6462674697038074,MEDIUM PRIORITY 🟡,136.0
2022-07-18,0,443,0,5,247,208,202,144,189,57,245,15,-443,-5,39,58,132,230,11,0.2860965894946477,-0.00260993610722432,-1,High Stress,0.6687313184787177,0.6636442367754695,MEDIUM PRIORITY 🟡,-414.0
2022-07-19,0,443,0,5,206,206,182,147,1070,64,225,225,-443,-5,0,35,1006,0,593,0.3223176499875529,0.05415043928064772,1,High Stress,0.7890628816943519,0.34824951642232443,LOW PRIORITY 🟢,582.0
2022-07-20,0,443,0,5,276,207,517,147,1676,63,345,345,-443,-5,69,370,1613,0,1604,0.3852377396066716,-0.03855952163143872,-1,High Stress,0.5925184711618701,0.6237244861617466,MEDIUM PRIORITY 🟡,1011.0
2022-07-21,170,443,28,5,880,209,168,149,1508,63,230,230,-273,23,671,19,1445,0,1885,0.4027259148618372,-0.0653517387574657,-1,Moderate Stress,0.5357191750550939,0.6031795579263398,MEDIUM PRIORITY 🟡,281.0
2022-07-22,70,443,5,5,415,207,347,150,1037,65,215,215,-373,0,208,197,972,0,1004,0.3478964401294498,0.023750768206301787,1,High Stress,0.7246158107118236,0.3402936163400601,LOW PRIORITY 🟢,-881.0
2022-07-23,70,443,0,5,300,207,310,148,1594,68,190,190,-373,-5,93,162,1526,0,1403,0.3727284042818023,-0.002130476566285011,-1,High Stress,0.6697477690512452,0.6200858463557041,MEDIUM PRIORITY 🟡,399.0
2022-07-24,50,443,0,5,249,203,173,150,1911,68,195,195,-393,-5,46,23,1843,0,1514,0.3796365446850884,-0.018830249954162936,-1,High Stress,0.6343443767484598,0.6119761020512482,MEDIUM PRIORITY 🟡,111.0
2022-07-25,60,493,0,5,211,211,185,150,2163,65,200,200,-433,-5,0,35,2098,0,1695,0.3909011700273836,-0.03189533451364168,-1,High Stress,0.6066464970596225,0.6074753768356455,MEDIUM PRIORITY 🟡,181.0
2022-07-26,60,493,0,5,210,211,160,160,3723,63,205,205,-433,-5,-1,0,3660,0,3221,0.48587254169778443,-0.14099562900507612,-1,Moderate Stress,0.3753547042600026,0.581732335681984,MEDIUM PRIORITY 🟡,1526.0
2022-07-27,40,493,0,5,180,211,160,137,1595,1595,190,190,-453,-5,-31,23,0,0,-466,0.2564102564102564,0.042559097979110394,1,High Stress,0.7644893264800227,0.43139719963192324,MEDIUM PRIORITY 🟡,-3687.0
2022-07-28,40,493,0,5,180,208,230,137,1545,1545,157,157,-453,-5,-28,93,0,0,-393,0.26095344784665175,0.1378453157450542,1,High Stress,0.9664953819074021,0.37070336013745653,LOW PRIORITY 🟢,73.0
2022-07-29,0,493,30,5,180,211,160,160,1320,1320,130,130,-493,25,-31,0,0,0,-499,0.2543564849390092,0.13856814863521333,1,High Stress,0.9680277821253737,0.37453530424889175,LOW PRIORITY 🟢,-106.0
2022-07-30,0,493,30,5,180,209,201,155,1190,1190,110,110,-493,25,-29,46,0,0,-451,0.25734378889718695,0.14005009149135017,1,High Stress,0.9711694896855617,0.3721040512352086,LOW PRIORITY 🟢,48.0
2022-07-31,0,493,30,5,180,205,160,160,1005,1005,100,100,-493,25,-25,0,0,0,-493,0.2547298979337814,0.14066810596057605,1,High Stress,0.9724796756500421,0.3733140035064362,LOW PRIORITY 🟢,-42.0
2022-08-01,0,493,30,5,180,207,160,160,961,961,80,80,-493,25,-27,0,0,0,-495,0.254605426935524,0.1407495789083249,1,High Stress,0.9726523976783129,0.3727296176023964,LOW PRIORITY 🟢,-2.0
2022-08-02,0,493,30,5,180,211,160,160,904,904,95,95,-493,25,-31,0,0,0,-499,0.2543564849390092,0.14091413030922306,1,High Stress,0.973001245394067,0.37288641967081226,LOW PRIORITY 🟢,-4.0
2022-08-03,0,493,30,5,206,207,160,160,854,854,90,90,-493,25,-1,0,0,0,-469,0.2562235499128703,0.1404254679573253,1,High Stress,0.9719652849324479,0.37237319109594125,LOW PRIORITY 🟢,30.0
2022-08-04,0,493,30,5,257,211,160,160,170,170,85,85,-493,25,46,0,0,0,-422,0.2591486183719193,0.13926439834639576,1,High Stress,0.9695038262065219,0.3711854709627632,LOW PRIORITY 🟢,47.0
2022-08-05,0,493,30,5,249,203,204,158,160,160,75,75,-493,25,46,46,0,0,-376,0.2620114513318397,0.13822069617089927,1,High Stress,0.9672911855491825,0.36973788894772386,LOW PRIORITY 🟢,46.0
2022-08-06,0,493,30,5,224,201,182,159,155,155,90,90,-493,25,23,23,0,0,-422,0.2591486183719193,0.13812899659731503,1,High Stress,0.9670967831520842,0.371169305427684,LOW PRIORITY 🟢,-46.0
2022-08-07,0,493,30,5,226,205,195,160,160,160,95,95,-493,25,21,35,0,0,-412,0.25977097336320637,0.13968057734817269,1,High Stress,0.970386122518326,0.37027616866918894,LOW PRIORITY 🟢,10.0
2022-08-08,0,483,30,5,226,203,183,160,205,205,105,105,-483,25,23,23,0,0,-412,0.25977097336320637,0.14067918931666518,1,High Stress,0.9725031722804779,0.37011451331839684,LOW PRIORITY 🟢,0.0
2022-08-09,0,483,30,5,226,203,183,160,205,205,105,105,-483,25,23,23,0,0,-412,0.25977097336320637,0.14067918931666518,1,High Stress,0.9725031722804779,0.37011451331839684,LOW PRIORITY 🟢,0.0
2022-08-10,0,483,30,5,198,198,160,160,195,195,95,95,-483,25,0,0,0,0,-458,0.256908140403286,0.14080440116479442,1,High Stress,0.9727686204441933,0.3722895444120007,LOW PRIORITY 🟢,-46.0
2022-08-11,0,483,30,5,180,203,160,160,195,195,95,95,-483,25,-23,0,0,0,-481,0.2554767239233259,0.1417588401402144,1,High Stress,0.9747920237977017,0.3726334453451589,LOW PRIORITY 🟢,-23.0
2022-08-12,0,483,30,5,180,203,190,155,205,205,95,95,-483,25,-23,35,0,0,-446,0.2576549663928305,0.1416109387653745,1,High Stress,0.9744784740102909,0.37173831053135714,LOW PRIORITY 🟢,35.0
2022-08-13,0,483,30,5,180,199,369,161,210,210,90,90,-483,25,-19,208,0,0,-269,0.2686706497386109,0.12125202609331831,1,High Stress,0.931317734313658,0.36852597483971494,LOW PRIORITY 🟢,177.0
2022-08-14,0,483,30,5,180,208,160,160,200,200,85,85,-483,25,-28,0,0,0,-486,0.25516554642768235,0.1358019826056806,1,High Stress,0.9621635312254619,0.3759251478983477,LOW PRIORITY 🟢,-217.0
2022-08-15,0,483,30,5,180,208,160,160,185,185,75,75,-483,25,-28,0,0,0,-486,0.25516554642768235,0.1417763660910255,1,High Stress,0.9748291786798449,0.37241722678615885,LOW PRIORITY 🟢,0.0
2022-08-16,0,483,30,5,180,204,160,160,180,180,80,80,-483,25,-24,0,0,0,-482,0.2554144884241972,0.1420876104004345,1,High Stress,0.9754890142436026,0.3723574179282183,LOW PRIORITY 🟢,4.0
2022-08-17,0,483,30,5,180,204,447,158,210,210,85,85,-483,25,-24,289,0,0,-193,0.27340054767239236,0.10928414516425466,1,High Stress,0.9059459179588193,0.3679715658016958,LOW PRIORITY 🟢,289.0
2022-08-18,70,483,30,5,227,204,403,160,220,220,85,85,-413,25,23,243,0,0,-122,0.27781926811053026,0.12837921272470154,1,High Stress,0.9464273156514017,0.36223811893535884,LOW PRIORITY 🟢,71.0
2022-08-19,50,483,30,5,218,195,215,157,210,210,85,85,-433,25,23,58,0,0,-327,0.26506099078914613,0.13955021881575524,1,High Stress,0.9701097634231457,0.37078343929666524,LOW PRIORITY 🟢,-205.0
2022-08-20,0,483,30,5,210,209,193,135,360,360,85,85,-483,25,1,58,0,0,-399,0.2605800348518795,0.13792466808371145,1,High Stress,0.9666636082605613,0.3708739010997634,LOW PRIORITY 🟢,-72.0
2022-08-21,0,477,30,5,210,205,218,160,290,290,80,80,-477,25,5,58,0,0,-389,0.2612023898431665,0.1391756560507505,1,High Stress,0.969315693216115,0.3695604604292088,LOW PRIORITY 🟢,10.0
2022-08-22,0,318,30,5,210,204,608,157,220,220,80,80,-318,25,6,451,0,0,164,0.29561862086133933,0.09706600175273739,1,High Stress,0.8800435470485871,0.3611302304681341,LOW PRIORITY 🟢,553.0
2022-08-23,0,318,30,5,210,206,161,161,230,230,75,75,-318,25,4,0,0,0,-289,0.26742593975603685,0.13770475359330342,1,High Stress,0.9661973912170034,0.37361001751286427,LOW PRIORITY 🟢,-453.0
2022-08-24,0,318,30,5,230,206,0,208,590,590,75,75,-318,25,24,-208,0,0,-477,0.2557256659198407,0.14424980994162745,1,High Stress,0.9800728607914438,0.37517628763497135,LOW PRIORITY 🟢,-188.0
2022-08-25,0,318,30,5,230,203,0,185,494,494,75,75,-318,25,27,-185,0,0,-451,0.25734378889718695,0.14856710776636528,1,High Stress,0.9892254992750358,0.371748409463466,LOW PRIORITY 🟢,26.0
2022-08-26,40,318,30,5,250,203,485,184,484,484,80,80,-278,25,47,301,0,0,95,0.2913243714214588,0.10973668605897019,1,High Stress,0.9069053012065164,0.36316419644251985,LOW PRIORITY 🟢,546.0
2022-08-27,10,307,30,5,256,210,149,184,502,502,85,85,-297,25,46,-35,0,0,-261,0.2691685337316405,0.14000391253044647,1,High Stress,0.9710715906404049,0.3711706636223789,LOW PRIORITY 🟢,-356.0
2022-08-28,75,315,30,5,256,205,312,185,1326,1326,85,85,-240,25,51,127,0,0,-37,0.28310928553647,0.13514940806618092,1,High Stress,0.9607800781754052,0.36206643708950825,LOW PRIORITY 🟢,224.0
2022-08-29,35,315,30,5,256,205,151,186,832,832,85,85,-280,25,51,-35,0,0,-239,0.270537714712472,0.1433941956942263,1,High Stress,0.9782589651081298,0.36799658072976466,LOW PRIORITY 🟢,-202.0
2022-08-30,0,315,30,5,256,201,127,185,1805,1805,45,45,-315,25,55,-58,0,0,-293,0.26717699775952203,0.14718024849507827,1,High Stress,0.9862853681900374,0.36728444001451643,LOW PRIORITY 🟢,-54.0
2022-08-31,0,315,30,5,256,201,36,186,1830,1830,35,35,-315,25,55,-150,0,0,-385,0.26145133183968133,0.14643507480883317,1,High Stress,0.9847056056546368,0.37076156330744675,LOW PRIORITY 🟢,-92.0
2022-09-01,35,315,30,5,256,205,60,176,430,430,40,40,-280,25,51,-116,0,0,-320,0.26549663928304706,0.14893563582967506,1,High Stress,0.9900067759604675,0.3683024401386252,LOW PRIORITY 🟢,65.0
2022-09-02,25,315,30,5,1128,202,290,174,669,669,25,25,-290,25,926,116,0,0,777,0.33376898182723425,0.015447586865000251,1,High Stress,0.7070131295520512,0.3508491010682775,LOW PRIORITY 🟢,1097.0
